,Sample,x,y,w,h
574,Sample_43/frame_0322.png,890,340,5,5
575,Sample_39/frame_0222.png,1004,481,5,5
576,Sample_16/frame_0368.png,872,325,5,5
577,Sample_56/frame_0440.png,785,212,7,7
578,Sample_18/frame_0092.png,1096,608,5,5
579,Sample_28/frame_0215.png,984,481,5,5
580,Sample_1/frame_0545.png,672,123,5,5
581,Sample_19/frame_0045.png,1140,654,5,5
582,Sample_41/frame_0595.png,649,126,5,5
583,Sample_1/frame_0417.png,804,239,5,5
584,Sample_27/frame_0173.png,1024,531,5,5
585,Sample_9/frame_0710.png,494,42,5,5
586,Sample_56/frame_0019.png,1182,679,7,7
587,Sample_37/frame_0710.png,475,12,5,5
588,Sample_47/frame_0548.png,645,102,5,5
589,Sample_28/frame_0178.png,1032,525,5,5
590,Sample_51/frame_0310.png,902,369,5,5
591,Sample_59/frame_0638.png,600,90,7,7
592,Sample_52/frame_0461.png,747,230,5,5
593,Sample_11/frame_0698.png,513,31,5,5
594,Sample_17/frame_0509.png,699,184,5,5
595,Sample_11/frame_0407.png,788,304,5,5
596,Sample_54/frame_0570.png,648,104,5,5
597,Sample_6/frame_0308.png,899,386,4,5
598,Sample_60/frame_0008.png,1190,687,6,7
599,Sample_2/frame_0459.png,767,263,5,5
600,Sample_13/frame_0069.png,1125,633,5,5
601,Sample_6/frame_0290.png,918,402,5,5
602,Sample_14/frame_0131.png,1086,562,6,5
603,Sample_47/frame_0352.png,840,326,5,5
604,Sample_21/frame_0130.png,1079,575,5,5
605,Sample_56/frame_0648.png,572,3,7,7
606,Sample_25/frame_0416.png,746,246,5,5
607,Sample_40/frame_0036.png,1162,658,5,5
608,Sample_13/frame_0123.png,1060,578,5,5
609,Sample_12/frame_0587.png,636,186,5,5
610,Sample_27/frame_0004.png,1192,695,5,5
611,Sample_18/frame_0240.png,942,456,5,5
612,Sample_30/frame_0118.png,1073,575,3,3
613,Sample_50/frame_0007.png,1199,688,5,5
614,Sample_14/frame_0416.png,787,275,5,5
615,Sample_8/frame_0394.png,820,280,5,5
616,Sample_29/frame_0525.png,715,183,3,3
617,Sample_48/frame_0087.png,1104,609,5,5
618,Sample_2/frame_0014.png,1181,687,4,5
619,Sample_6/frame_0668.png,523,12,4,5
620,Sample_32/frame_0050.png,1144,639,5,5
621,Sample_55/frame_0508.png,696,171,7,7
622,Sample_5/frame_0019.png,1174,691,4,4
623,Sample_24/frame_0476.png,754,231,5,5
624,Sample_15/frame_0604.png,586,83,5,5
625,Sample_50/frame_0193.png,1028,499,5,5
626,Sample_14/frame_0496.png,695,204,5,5
627,Sample_56/frame_0425.png,797,232,7,7
628,Sample_54/frame_0289.png,939,394,5,4
629,Sample_36/frame_0049.png,1161,650,5,5
630,Sample_33/frame_0446.png,769,263,5,5
631,Sample_43/frame_0109.png,1082,580,5,5
632,Sample_23/frame_0578.png,655,90,5,5
633,Sample_38/frame_0239.png,973,480,5,5
634,Sample_42/frame_0562.png,647,144,5,5
635,Sample_21/frame_0577.png,630,102,5,5
636,Sample_42/frame_0549.png,664,158,5,5
637,Sample_49/frame_0437.png,763,246,5,5
638,Sample_52/frame_0632.png,584,45,5,5
639,Sample_9/frame_0191.png,1004,523,5,5
640,Sample_8/frame_0504.png,721,192,5,4
641,Sample_52/frame_0650.png,566,31,5,5
642,Sample_13/frame_0616.png,542,79,5,5
643,Sample_39/frame_0039.png,1159,668,5,5
644,Sample_2/frame_0225.png,984,486,5,5
645,Sample_45/frame_0531.png,704,188,5,5
646,Sample_11/frame_0371.png,831,337,5,5
647,Sample_60/frame_0141.png,1076,547,7,7
648,Sample_1/frame_0138.png,1072,551,5,5
649,Sample_41/frame_0680.png,567,44,5,5
650,Sample_36/frame_0625.png,568,45,5,5
651,Sample_19/frame_0525.png,674,171,5,5
652,Sample_16/frame_0424.png,811,275,5,5
653,Sample_56/frame_0637.png,585,14,6,7
654,Sample_33/frame_0582.png,620,136,5,5
655,Sample_41/frame_0538.png,706,190,5,5
656,Sample_26/frame_0485.png,731,238,5,5
657,Sample_52/frame_0350.png,842,346,5,5
658,Sample_53/frame_0053.png,1138,646,5,5
659,Sample_36/frame_0300.png,904,387,5,5
660,Sample_47/frame_0464.png,728,201,5,5
661,Sample_51/frame_0084.png,1115,597,5,5
662,Sample_39/frame_0285.png,945,424,5,5
663,Sample_47/frame_0289.png,913,398,5,5
664,Sample_45/frame_0611.png,639,95,5,5
665,Sample_20/frame_0565.png,645,159,4,5
666,Sample_54/frame_0596.png,613,83,5,5
667,Sample_12/frame_0176.png,1029,555,5,5
668,Sample_34/frame_0555.png,649,138,3,3
669,Sample_37/frame_0494.png,690,233,5,5
670,Sample_9/frame_0321.png,890,393,5,5
671,Sample_27/frame_0203.png,987,498,5,5
672,Sample_56/frame_0126.png,1082,553,7,7
673,Sample_53/frame_0422.png,757,278,5,5
674,Sample_28/frame_0195.png,1005,503,5,5
675,Sample_58/frame_0294.png,913,401,6,7
676,Sample_47/frame_0519.png,673,137,5,5
677,Sample_58/frame_0406.png,815,289,6,7
678,Sample_18/frame_0665.png,522,35,5,5
679,Sample_33/frame_0650.png,563,74,5,5
680,Sample_18/frame_0685.png,503,13,5,5
681,Sample_22/frame_0585.png,607,158,5,5
682,Sample_3/frame_0274.png,923,401,5,5
683,Sample_21/frame_0012.png,1190,692,5,5
684,Sample_42/frame_0069.png,1125,628,5,5
685,Sample_33/frame_0660.png,555,66,5,5
686,Sample_18/frame_0440.png,711,248,5,5
687,Sample_34/frame_0410.png,794,281,3,3
688,Sample_42/frame_0412.png,794,288,5,5
689,Sample_5/frame_0647.png,493,68,5,5
690,Sample_43/frame_0619.png,589,37,5,5
691,Sample_56/frame_0534.png,701,117,6,7
692,Sample_16/frame_0327.png,916,368,5,5
693,Sample_3/frame_0554.png,632,134,5,5
694,Sample_46/frame_0555.png,644,162,5,5
695,Sample_23/frame_0579.png,656,87,5,5
696,Sample_28/frame_0130.png,1078,573,5,5
697,Sample_56/frame_0307.png,903,364,7,7
698,Sample_47/frame_0546.png,648,104,5,5
699,Sample_19/frame_0476.png,717,212,4,5
700,Sample_44/frame_0045.png,1170,653,5,5
701,Sample_17/frame_0455.png,759,233,5,5
702,Sample_3/frame_0018.png,1181,675,5,5
703,Sample_9/frame_0448.png,760,271,5,5
704,Sample_1/frame_0163.png,1045,517,5,5
705,Sample_38/frame_0563.png,655,201,5,5
706,Sample_2/frame_0359.png,856,351,5,5
707,Sample_38/frame_0411.png,811,328,5,5
708,Sample_50/frame_0587.png,629,75,5,5
709,Sample_31/frame_0007.png,1195,691,5,5
710,Sample_34/frame_0056.png,1140,633,3,3
711,Sample_31/frame_0359.png,877,342,5,5
712,Sample_19/frame_0351.png,827,333,5,5
713,Sample_26/frame_0582.png,638,131,5,5
714,Sample_42/frame_0342.png,880,349,5,5
715,Sample_35/frame_0214.png,1000,487,5,5
716,Sample_18/frame_0447.png,709,245,5,5
717,Sample_37/frame_0686.png,505,35,5,5
718,Sample_30/frame_0186.png,1008,515,3,4
719,Sample_42/frame_0266.png,957,421,5,5
720,Sample_10/frame_0534.png,676,231,5,5
721,Sample_48/frame_0074.png,1118,623,5,5
722,Sample_27/frame_0607.png,617,72,5,5
723,Sample_53/frame_0063.png,1128,638,5,5
724,Sample_42/frame_0329.png,892,361,5,5
725,Sample_46/frame_0458.png,750,253,5,5
726,Sample_58/frame_0292.png,918,403,6,7
727,Sample_43/frame_0169.png,1033,503,5,5
728,Sample_3/frame_0228.png,958,449,5,5
729,Sample_47/frame_0514.png,675,144,5,5
730,Sample_21/frame_0033.png,1173,668,5,5
731,Sample_43/frame_0234.png,413,535,4,5
732,Sample_43/frame_0234.png,971,435,5,5
733,Sample_11/frame_0543.png,661,192,5,5
734,Sample_7/frame_0257.png,979,434,4,5
735,Sample_4/frame_0633.png,590,94,5,5
736,Sample_43/frame_0326.png,887,338,5,5
737,Sample_51/frame_0481.png,727,185,5,5
738,Sample_31/frame_0530.png,678,183,5,5
739,Sample_52/frame_0383.png,813,312,5,5
740,Sample_9/frame_0260.png,947,454,5,5
741,Sample_39/frame_0555.png,672,125,5,5
742,Sample_5/frame_0294.png,874,431,5,5
743,Sample_32/frame_0487.png,698,219,5,5
744,Sample_13/frame_0071.png,1125,631,4,5
745,Sample_45/frame_0357.png,855,359,5,5
746,Sample_12/frame_0707.png,508,61,5,5
747,Sample_38/frame_0351.png,867,379,5,5
748,Sample_9/frame_0197.png,1000,519,5,4
749,Sample_52/frame_0631.png,585,46,5,5
750,Sample_39/frame_0606.png,642,82,5,5
751,Sample_42/frame_0606.png,611,87,5,5
752,Sample_20/frame_0433.png,760,280,5,6
753,Sample_6/frame_0463.png,742,240,5,5
754,Sample_50/frame_0125.png,1091,559,5,5
755,Sample_60/frame_0698.png,496,9,7,7
756,Sample_29/frame_0578.png,669,131,3,3
757,Sample_8/frame_0387.png,826,285,4,4
758,Sample_19/frame_0388.png,805,293,5,5
759,Sample_23/frame_0584.png,653,82,5,5
760,Sample_27/frame_0416.png,783,270,5,5
761,Sample_34/frame_0689.png,507,13,3,3
762,Sample_37/frame_0221.png,981,484,5,5
763,Sample_9/frame_0554.png,641,164,5,5
764,Sample_36/frame_0662.png,525,4,5,5
765,Sample_25/frame_0072.png,1138,609,5,5
766,Sample_37/frame_0084.png,1120,605,5,5
767,Sample_22/frame_0225.png,978,478,5,5
768,Sample_12/frame_0003.png,1197,693,5,5
769,Sample_9/frame_0393.png,817,323,5,5
770,Sample_23/frame_0092.png,1105,600,5,5
771,Sample_23/frame_0399.png,817,303,5,5
772,Sample_24/frame_0362.png,855,339,5,5
773,Sample_58/frame_0025.png,1172,676,7,7
774,Sample_33/frame_0674.png,543,52,5,5
775,Sample_42/frame_0358.png,858,341,5,5
776,Sample_20/frame_0534.png,669,185,5,5
777,Sample_3/frame_0304.png,889,369,5,5
778,Sample_44/frame_0259.png,945,455,5,5
779,Sample_60/frame_0691.png,503,12,7,7
780,Sample_50/frame_0164.png,1046,526,5,5
781,Sample_49/frame_0106.png,1100,595,5,5
782,Sample_53/frame_0086.png,1100,629,5,5
783,Sample_38/frame_0132.png,1069,581,5,5
784,Sample_15/frame_0359.png,825,344,5,5
785,Sample_22/frame_0015.png,1180,684,5,5
786,Sample_4/frame_0410.png,813,290,5,5
787,Sample_16/frame_0053.png,1152,644,5,5
788,Sample_57/frame_0032.png,1161,669,7,7
789,Sample_36/frame_0263.png,956,425,5,5
790,Sample_43/frame_0256.png,948,405,5,5
791,Sample_53/frame_0457.png,723,238,5,5
792,Sample_15/frame_0382.png,810,320,5,5
793,Sample_40/frame_0214.png,998,465,5,5
794,Sample_3/frame_0364.png,831,305,5,5
795,Sample_18/frame_0484.png,679,204,5,5
796,Sample_6/frame_0230.png,968,468,5,5
797,Sample_29/frame_0058.png,1138,638,3,3
798,Sample_42/frame_0066.png,1129,634,5,5
799,Sample_30/frame_0592.png,588,109,3,3
800,Sample_20/frame_0169.png,1022,539,5,5
801,Sample_40/frame_0491.png,721,188,5,5
802,Sample_49/frame_0074.png,1132,622,5,5
803,Sample_8/frame_0279.png,937,397,5,5
804,Sample_41/frame_0121.png,1076,571,5,5
805,Sample_30/frame_0319.png,859,369,3,3
806,Sample_24/frame_0240.png,980,461,5,5
807,Sample_17/frame_0589.png,625,93,5,5
808,Sample_3/frame_0175.png,1013,507,5,5
809,Sample_54/frame_0524.png,704,162,5,5
810,Sample_5/frame_0304.png,863,420,5,5
811,Sample_18/frame_0144.png,1034,555,5,5
812,Sample_46/frame_0102.png,1096,598,5,5
813,Sample_8/frame_0248.png,966,436,5,5
814,Sample_24/frame_0676.png,542,32,5,5
815,Sample_25/frame_0157.png,1042,524,5,5
816,Sample_38/frame_0225.png,988,490,5,5
817,Sample_35/frame_0570.png,616,164,5,5
818,Sample_28/frame_0037.png,1159,662,5,5
819,Sample_19/frame_0097.png,1085,600,5,5
820,Sample_19/frame_0413.png,779,270,5,5
821,Sample_1/frame_0190.png,1022,480,5,5
822,Sample_26/frame_0440.png,775,293,5,5
823,Sample_12/frame_0056.png,1148,655,5,5
824,Sample_40/frame_0556.png,656,112,5,5
825,Sample_32/frame_0500.png,685,204,5,5
826,Sample_48/frame_0172.png,1020,519,5,5
827,Sample_8/frame_0636.png,592,67,5,4
828,Sample_55/frame_0641.png,572,46,7,7
829,Sample_4/frame_0685.png,542,45,5,5
830,Sample_26/frame_0002.png,1199,698,5,5
831,Sample_60/frame_0505.png,723,184,7,7
832,Sample_34/frame_0522.png,680,175,3,3
833,Sample_60/frame_0104.png,1107,577,8,7
834,Sample_53/frame_0243.png,931,461,5,5
835,Sample_12/frame_0359.png,855,400,5,5
836,Sample_54/frame_0204.png,1005,475,5,5
837,Sample_10/frame_0677.png,515,88,5,5
838,Sample_38/frame_0573.png,644,184,5,5
839,Sample_22/frame_0422.png,774,304,5,5
840,Sample_59/frame_0140.png,1074,553,7,7
841,Sample_10/frame_0629.png,576,131,5,5
842,Sample_55/frame_0271.png,935,405,7,7
843,Sample_6/frame_0480.png,723,217,5,5
844,Sample_11/frame_0139.png,1067,563,5,5
845,Sample_37/frame_0274.png,917,428,5,5
846,Sample_6/frame_0041.png,1160,655,5,5
847,Sample_28/frame_0535.png,660,173,5,5
848,Sample_50/frame_0289.png,929,390,5,5
849,Sample_38/frame_0658.png,546,90,5,5
850,Sample_1/frame_0136.png,1074,554,5,5
851,Sample_9/frame_0159.png,1037,555,5,5
852,Sample_36/frame_0212.png,1006,472,5,5
853,Sample_4/frame_0392.png,835,309,5,5
854,Sample_14/frame_0242.png,956,451,5,5
855,Sample_51/frame_0248.png,944,438,5,5
856,Sample_57/frame_0561.png,660,126,7,7
857,Sample_20/frame_0693.png,506,12,5,5
858,Sample_8/frame_0449.png,771,237,5,5
859,Sample_30/frame_0223.png,968,479,3,3
860,Sample_9/frame_0108.png,1093,598,5,5
861,Sample_2/frame_0149.png,1048,561,5,5
862,Sample_31/frame_0203.png,1014,493,5,5
863,Sample_13/frame_0589.png,570,108,5,5
864,Sample_7/frame_0159.png,1070,546,5,5
865,Sample_4/frame_0334.png,890,365,5,5
866,Sample_24/frame_0073.png,1125,629,5,5
867,Sample_3/frame_0660.png,521,36,5,5
868,Sample_17/frame_0062.png,1150,631,5,5
869,Sample_41/frame_0572.png,669,153,5,5
870,Sample_8/frame_0607.png,618,94,5,5
871,Sample_7/frame_0451.png,775,228,5,5
872,Sample_32/frame_0644.png,533,56,5,5
873,Sample_44/frame_0405.png,814,294,5,5
874,Sample_13/frame_0524.png,641,174,5,5
875,Sample_49/frame_0189.png,1028,502,5,5
876,Sample_46/frame_0138.png,1064,568,5,5
877,Sample_33/frame_0575.png,627,142,5,5
878,Sample_38/frame_0209.png,1002,503,5,5
879,Sample_8/frame_0396.png,819,276,5,5
880,Sample_44/frame_0475.png,741,234,5,5
881,Sample_49/frame_0672.png,524,13,5,5
882,Sample_27/frame_0143.png,1055,559,5,5
883,Sample_15/frame_0188.png,1017,497,5,5
884,Sample_40/frame_0394.png,814,282,5,5
885,Sample_24/frame_0632.png,594,79,5,5
886,Sample_22/frame_0369.png,820,355,5,5
887,Sample_42/frame_0319.png,902,373,5,5
888,Sample_10/frame_0249.png,953,467,5,5
889,Sample_34/frame_0333.png,875,366,3,3
890,Sample_53/frame_0635.png,529,53,5,5
891,Sample_57/frame_0275.png,915,423,7,7
892,Sample_34/frame_0219.png,980,475,3,3
893,Sample_17/frame_0623.png,592,57,5,5
894,Sample_43/frame_0094.png,1103,599,5,5
895,Sample_48/frame_0010.png,1192,690,5,5
896,Sample_41/frame_0384.png,854,328,5,5
897,Sample_54/frame_0617.png,594,61,5,5
898,Sample_55/frame_0008.png,1194,687,7,7
899,Sample_4/frame_0725.png,503,3,5,5
900,Sample_1/frame_0258.png,961,412,5,5
901,Sample_19/frame_0287.png,885,403,5,5
902,Sample_37/frame_0238.png,960,462,5,5
903,Sample_35/frame_0205.png,1005,495,5,5
904,Sample_3/frame_0606.png,579,91,5,5
905,Sample_23/frame_0261.png,957,435,5,5
906,Sample_54/frame_0202.png,1008,478,5,5
907,Sample_19/frame_0166.png,1007,530,5,5
908,Sample_4/frame_0041.png,1163,659,5,5
909,Sample_41/frame_0279.png,931,435,5,5
910,Sample_2/frame_0667.png,540,52,5,5
911,Sample_47/frame_0613.png,584,41,5,5
912,Sample_4/frame_0580.png,636,133,5,5
913,Sample_25/frame_0079.png,1131,606,5,5
914,Sample_17/frame_0397.png,818,296,5,5
915,Sample_11/frame_0301.png,906,410,5,5
916,Sample_56/frame_0073.png,1135,608,6,7
917,Sample_25/frame_0162.png,1039,519,5,5
918,Sample_59/frame_0612.png,625,114,7,7
919,Sample_59/frame_0458.png,780,260,6,7
920,Sample_59/frame_0468.png,767,249,7,7
921,Sample_60/frame_0216.png,1005,468,7,7
922,Sample_2/frame_0112.png,1085,603,5,4
923,Sample_21/frame_0191.png,1011,519,5,5
924,Sample_54/frame_0175.png,1033,503,5,5
925,Sample_59/frame_0558.png,677,163,7,7
926,Sample_60/frame_0500.png,723,189,7,7
927,Sample_7/frame_0169.png,1061,536,5,5
928,Sample_52/frame_0147.png,1054,548,5,5
929,Sample_23/frame_0420.png,798,277,5,5
930,Sample_50/frame_0035.png,1171,656,5,5
931,Sample_52/frame_0014.png,1181,689,5,5
932,Sample_39/frame_0000.png,1199,700,5,5
933,Sample_39/frame_0349.png,879,362,5,5
934,Sample_17/frame_0538.png,675,144,5,5
935,Sample_1/frame_0281.png,927,386,5,5
936,Sample_1/frame_0207.png,1003,463,5,5
937,Sample_19/frame_0309.png,868,381,5,5
938,Sample_57/frame_0346.png,849,350,7,6
939,Sample_53/frame_0145.png,1036,564,5,5
940,Sample_7/frame_0656.png,553,6,5,5
941,Sample_14/frame_0289.png,913,398,5,5
942,Sample_60/frame_0566.png,643,127,7,7
943,Sample_58/frame_0397.png,823,297,7,7
944,Sample_5/frame_0484.png,678,230,5,5
945,Sample_50/frame_0321.png,902,347,5,5
946,Sample_12/frame_0154.png,1056,583,5,5
947,Sample_13/frame_0666.png,502,20,5,5
948,Sample_52/frame_0083.png,1128,624,5,5
949,Sample_45/frame_0293.png,914,412,5,5
950,Sample_19/frame_0238.png,934,453,5,5
951,Sample_48/frame_0656.png,520,73,5,5
952,Sample_35/frame_0211.png,1000,490,5,5
953,Sample_15/frame_0421.png,769,284,5,5
954,Sample_21/frame_0203.png,1000,503,5,5
955,Sample_37/frame_0480.png,703,241,5,5
956,Sample_42/frame_0518.png,692,186,5,5
957,Sample_56/frame_0454.png,770,199,7,7
958,Sample_24/frame_0703.png,507,4,5,5
959,Sample_6/frame_0196.png,1002,507,5,5
960,Sample_30/frame_0622.png,559,82,3,3
961,Sample_2/frame_0219.png,990,489,5,5
962,Sample_18/frame_0058.png,1135,647,5,5
963,Sample_28/frame_0270.png,921,424,5,5
964,Sample_31/frame_0447.png,773,238,5,5
965,Sample_20/frame_0600.png,606,120,5,5
966,Sample_45/frame_0623.png,631,79,5,5
967,Sample_48/frame_0182.png,1009,511,5,5
968,Sample_31/frame_0409.png,812,286,5,5
969,Sample_20/frame_0477.png,716,251,5,5
970,Sample_51/frame_0456.png,759,214,5,5
971,Sample_19/frame_0659.png,536,37,5,5
972,Sample_10/frame_0032.png,1176,670,5,5
973,Sample_11/frame_0341.png,864,366,5,5
974,Sample_58/frame_0535.png,677,155,7,6
975,Sample_25/frame_0061.png,1150,618,5,5
976,Sample_11/frame_0377.png,819,333,5,5
977,Sample_26/frame_0375.png,828,342,5,5
978,Sample_59/frame_0321.png,908,385,6,7
979,Sample_12/frame_0689.png,523,82,5,5
980,Sample_4/frame_0322.png,896,380,5,5
981,Sample_26/frame_0257.png,951,471,5,5
982,Sample_11/frame_0149.png,1057,557,5,5
983,Sample_54/frame_0503.png,721,180,5,5
984,Sample_47/frame_0478.png,712,184,5,5
985,Sample_27/frame_0517.png,712,161,5,5
986,Sample_53/frame_0528.png,649,164,5,5
987,Sample_17/frame_0324.png,890,366,5,5
988,Sample_27/frame_0648.png,586,32,5,5
989,Sample_7/frame_0547.png,680,132,4,5
990,Sample_20/frame_0307.png,874,400,5,5
991,Sample_27/frame_0571.png,661,111,5,5
992,Sample_50/frame_0373.png,855,289,5,5
993,Sample_2/frame_0649.png,564,72,5,5
994,Sample_15/frame_0510.png,684,190,5,5
995,Sample_7/frame_0594.png,630,87,5,5
996,Sample_11/frame_0691.png,520,39,5,5
997,Sample_26/frame_0214.png,993,506,5,5
998,Sample_41/frame_0195.png,1001,489,5,5
999,Sample_28/frame_0003.png,1197,695,5,5
1000,Sample_57/frame_0456.png,752,225,7,7
1001,Sample_35/frame_0297.png,899,398,5,5
1002,Sample_51/frame_0023.png,1181,673,5,5
1003,Sample_10/frame_0111.png,1102,594,5,5
1004,Sample_56/frame_0189.png,1024,488,7,7
1005,Sample_34/frame_0051.png,1144,639,4,4
1006,Sample_55/frame_0326.png,886,361,7,7
1007,Sample_33/frame_0501.png,717,209,5,5
1008,Sample_35/frame_0196.png,1018,504,5,5
1009,Sample_25/frame_0033.png,1171,655,5,5
1010,Sample_59/frame_0136.png,1079,558,5,6
1011,Sample_36/frame_0573.png,628,97,5,5
1012,Sample_9/frame_0732.png,478,24,5,5
1013,Sample_58/frame_0454.png,770,235,5,6
1014,Sample_22/frame_0499.png,694,231,5,5
1015,Sample_20/frame_0300.png,881,404,5,5
1016,Sample_58/frame_0128.png,1089,579,7,7
1017,Sample_18/frame_0656.png,528,44,5,5
1018,Sample_12/frame_0493.png,722,282,5,5
1019,Sample_56/frame_0487.png,737,165,7,7
1020,Sample_13/frame_0385.png,792,319,5,5
1021,Sample_10/frame_0494.png,718,254,5,5
1022,Sample_60/frame_0387.png,838,291,7,7
1023,Sample_24/frame_0247.png,975,450,5,5
1024,Sample_19/frame_0670.png,517,26,5,5
1025,Sample_42/frame_0182.png,1041,496,5,5
1026,Sample_3/frame_0607.png,577,91,5,5
1027,Sample_4/frame_0220.png,978,468,5,5
1028,Sample_25/frame_0278.png,907,399,5,5
1029,Sample_59/frame_0567.png,673,155,7,7
1030,Sample_54/frame_0406.png,809,288,4,4
1031,Sample_36/frame_0520.png,672,160,5,5
1032,Sample_35/frame_0688.png,490,43,5,5
1033,Sample_59/frame_0365.png,862,342,7,7
1034,Sample_46/frame_0079.png,1120,619,5,5
1035,Sample_35/frame_0322.png,877,376,5,5
1036,Sample_19/frame_0147.png,1026,548,5,5
1037,Sample_59/frame_0610.png,629,115,7,7
1038,Sample_20/frame_0007.png,1189,694,5,5
1039,Sample_35/frame_0275.png,923,424,5,5
1040,Sample_28/frame_0397.png,799,306,5,5
1041,Sample_28/frame_0236.png,960,464,5,5
1042,Sample_34/frame_0617.png,583,86,4,3
1043,Sample_58/frame_0227.png,979,475,7,7
1044,Sample_48/frame_0228.png,972,470,5,5
1045,Sample_16/frame_0190.png,1024,509,5,5
1046,Sample_18/frame_0548.png,627,151,5,5
1047,Sample_30/frame_0301.png,880,386,3,3
1048,Sample_43/frame_0467.png,734,191,5,5
1049,Sample_16/frame_0028.png,1174,670,5,5
1050,Sample_45/frame_0453.png,760,265,5,5
1051,Sample_46/frame_0630.png,577,78,5,5
1052,Sample_29/frame_0267.png,944,446,3,3
1053,Sample_42/frame_0139.png,1067,540,5,5
1054,Sample_11/frame_0583.png,625,165,5,5
1055,Sample_6/frame_0615.png,593,79,5,5
1056,Sample_26/frame_0423.png,786,307,5,5
1057,Sample_19/frame_0538.png,663,159,5,5
1058,Sample_47/frame_0277.png,928,413,5,5
1059,Sample_3/frame_0687.png,494,10,5,5
1060,Sample_3/frame_0000.png,1198,699,5,4
1061,Sample_52/frame_0485.png,730,205,5,5
1062,Sample_1/frame_0645.png,547,15,5,5
1063,Sample_59/frame_0661.png,579,67,7,7
1064,Sample_12/frame_0177.png,1028,552,5,5
1065,Sample_42/frame_0464.png,748,241,5,5
1066,Sample_55/frame_0420.png,782,257,6,5
1067,Sample_24/frame_0115.png,1093,580,5,5
1068,Sample_1/frame_0097.png,1100,598,5,5
1069,Sample_53/frame_0095.png,1087,618,5,5
1070,Sample_39/frame_0049.png,1148,657,5,5
1071,Sample_59/frame_0148.png,1066,548,7,7
1072,Sample_20/frame_0067.png,1119,634,5,5
1073,Sample_30/frame_0045.png,1149,651,3,3
1074,Sample_28/frame_0583.png,625,131,5,5
1075,Sample_2/frame_0510.png,722,207,5,5
1076,Sample_34/frame_0306.png,906,397,3,3
1077,Sample_41/frame_0224.png,985,466,5,5
1078,Sample_14/frame_0470.png,729,228,5,5
1079,Sample_26/frame_0620.png,598,98,5,5
1080,Sample_42/frame_0301.png,921,385,5,5
1081,Sample_10/frame_0316.png,886,417,5,5
1082,Sample_2/frame_0401.png,817,314,5,5
1083,Sample_44/frame_0567.png,661,146,5,5
1084,Sample_37/frame_0625.png,561,100,5,5
1085,Sample_31/frame_0394.png,830,299,5,5
1086,Sample_20/frame_0213.png,975,501,5,5
1087,Sample_44/frame_0646.png,581,63,5,5
1088,Sample_49/frame_0165.png,1050,529,5,5
1089,Sample_5/frame_0173.png,1013,545,5,5
1090,Sample_41/frame_0487.png,756,244,5,5
1091,Sample_20/frame_0152.png,1039,558,5,5
1092,Sample_49/frame_0670.png,528,14,5,5
1093,Sample_28/frame_0202.png,999,492,5,5
1094,Sample_10/frame_0477.png,736,268,5,5
1095,Sample_35/frame_0234.png,976,469,5,5
1096,Sample_29/frame_0555.png,692,157,3,3
1097,Sample_22/frame_0490.png,709,241,5,5
1098,Sample_25/frame_0517.png,646,142,5,5
1099,Sample_39/frame_0275.png,958,433,5,5
1100,Sample_6/frame_0116.png,1082,581,5,5
1101,Sample_38/frame_0739.png,472,17,5,5
1102,Sample_58/frame_0141.png,1078,561,6,6
1103,Sample_37/frame_0412.png,769,308,5,5
1104,Sample_10/frame_0480.png,735,264,5,5
1105,Sample_40/frame_0545.png,668,129,5,5
1106,Sample_46/frame_0127.png,1076,577,5,5
1107,Sample_35/frame_0518.png,670,209,5,5
1108,Sample_38/frame_0011.png,1186,692,5,5
1109,Sample_36/frame_0169.png,1039,515,5,5
1110,Sample_46/frame_0441.png,762,270,5,5
1111,Sample_46/frame_0687.png,532,25,5,5
1112,Sample_24/frame_0031.png,1171,670,5,5
1113,Sample_39/frame_0574.png,659,111,5,5
1114,Sample_23/frame_0548.png,690,128,5,5
1115,Sample_48/frame_0623.png,551,97,5,5
1116,Sample_53/frame_0265.png,915,442,5,5
1117,Sample_31/frame_0642.png,581,80,5,5
1118,Sample_4/frame_0649.png,576,83,4,5
1119,Sample_19/frame_0682.png,501,19,5,5
1120,Sample_20/frame_0145.png,1045,573,5,5
1121,Sample_5/frame_0503.png,658,212,5,5
1122,Sample_34/frame_0167.png,1031,518,3,3
1123,Sample_12/frame_0621.png,596,154,5,5
1124,Sample_50/frame_0377.png,849,283,5,5
1125,Sample_52/frame_0483.png,731,207,5,5
1126,Sample_39/frame_0166.png,1056,538,5,5
1127,Sample_30/frame_0704.png,471,2,3,3
1128,Sample_55/frame_0665.png,552,24,7,7
1129,Sample_11/frame_0347.png,861,361,5,5
1130,Sample_29/frame_0064.png,1137,636,3,3
1131,Sample_57/frame_0334.png,860,362,7,7
1132,Sample_1/frame_0161.png,1045,518,5,5
1133,Sample_17/frame_0571.png,638,113,5,5
1134,Sample_58/frame_0516.png,689,173,7,7
1135,Sample_10/frame_0602.png,601,157,5,5
1136,Sample_28/frame_0005.png,1194,693,5,5
1137,Sample_20/frame_0029.png,1165,673,5,5
1138,Sample_58/frame_0085.png,1125,623,7,7
1139,Sample_30/frame_0571.png,615,128,2,3
1140,Sample_24/frame_0433.png,795,275,5,5
1141,Sample_6/frame_0282.png,923,412,5,5
1142,Sample_32/frame_0060.png,1133,626,5,5
